Price,X2,X3,X4,X5,X6,ID,Currency
9080.669824,E_Y,NA,61.1,57,NA,38783,AUD
6464.492032,A_Y,SI2,64.6,54,1.46,12846,EUR
6903.8614912,B_T,SI1,60.9,58,1.26,40807,USD
9082.319655,C_X,VS2,63.4,56,1,53878,AUD
5505,D_X,VS2,61.9,59,1,5723,GBP
9083.969486,E_T,VS2,61.7,55,NA,18699,AUD
6906.3701618,B_C,SI1,62,58,NA,8838,USD
525.5664907,D_R,VS2,60.2,59,NA,10979,USD
58514.83745,D_A,VS2,63.5,53,0.24,4558,JPY
691.279189,D_A,NA,63.1,56,0.24,2631,AUD
419,D_A,NA,61.5,58,NA,28454,GBP
691.279189,D_A,VS2,62.1,59,0.24,10970,AUD
691.279189,D_X,VS2,62.4,58,0.24,16920,AUD
58514.83745,D_X,VS2,62.9,58,0.24,19756,JPY
492.118852,D_X,NA,59.6,58,0.24,49933,EUR
419,D_X,VS2,61.9,59,NA,41367,GBP
525.5664907,D_X,NA,59.9,58,0.24,3289,USD
419,D_X,VS1,62.5,58,0.24,24351,GBP
691.279189,D_X,VS1,63,59,0.24,13894,AUD
525.5664907,D_A,VS1,62.4,59,0.24,27061,USD
691.279189,D_R,VS1,62.2,58,NA,17372,AUD
58514.83745,E_X,NA,61.2,57,0.24,42908,JPY
493.29336,D_R,VS2,59.6,63,NA,39315,EUR
493.29336,E_C,SI2,61.5,56,0.32,33104,EUR
991.548431,E_X,VS2,62,53.7,0.3,39034,AUD
991.548431,E_X,VS2,62.3,53.5,NA,45533,AUD
991.548431,E_R,VS1,61,58,0.3,51907,AUD
753.8555153,E_A,NA,60.1,57,0.31,23327,USD
705.879308,E_P,NA,61.9,54,0.37,6653,EUR
753.8555153,C_R,SI1,63.3,56,0.35,24969,USD
705.879308,B_R,SI1,61.5,58,0.35,22007,EUR
707.053816,E_Y,NA,61.6,55,0.38,18497,EUR
707.053816,E_Y,SI2,61.2,56,0.38,41471,EUR
993.198262,D_X,VS2,59.7,62,0.32,18480,AUD
707.053816,C_X,VS2,63.3,57,NA,17428,EUR
84071.4371,E_Y,NA,60.7,56,0.32,17509,JPY
993.198262,D_X,VS2,63,57,0.32,33540,AUD
993.198262,E_X,VS2,62.4,57,0.32,4899,AUD
707.053816,D_Y,VS1,61.2,62,0.32,31492,EUR
84071.4371,B_X,NA,59.5,60,0.32,47323,JPY
708.228324,D_C,VS1,60,57,0.35,20814,EUR
994.848093,D_A,VS2,62.7,53,0.3,23102,AUD
708.228324,D_X,VS1,63.1,59,NA,36327,EUR
756.3641859,D_P,SI1,58.9,59,0.4,20961,USD
994.848093,E_T,VS2,61.2,56,0.37,52993,AUD
6910.1331677,E_C,SI2,61.1,56,1.16,36846,USD
769351.40695,E_A,SI1,62.3,54,1.02,26725,JPY
6911.387503,E_C,NA,62.9,57,1.2,37879,USD
9090.56881,B_C,SI2,62.4,57,1.2,50639,AUD
5510,E_C,SI2,63.8,57,NA,22805,GBP
5510,E_T,NA,61.8,57,1.5,12463,GBP
6471.53908,B_P,VS1,62.7,58,NA,32604,EUR
769630.71405,D_Y,NA,62.3,62,1,38607,JPY
9092.218641,D_R,VS1,63.4,58,0.9,24109,AUD
770049.6747,C_X,NA,59,60,1.2,15629,JPY
6477.41162,D_C,VS2,62.9,59,1.08,11175,EUR
770189.32825,B_C,NA,61.1,58,1.01,7985,JPY
770328.9818,D_C,NA,63.2,58,NA,12090,JPY
6918.9135148,E_T,VS2,60.3,57,1.06,26021,USD
6918.9135148,E_A,NA,62.1,56,0.92,5479,USD
6479.760636,E_C,SI1,61.8,54,NA,22855,EUR
5518,B_P,VS1,62.6,59,1.27,24714,GBP
5518,D_Y,SI2,61.7,59,1.2,2659,GBP
9103.767458,E_Y,SI1,61.6,55,NA,36549,AUD
6922.6765207,E_P,NA,60.6,56,NA,27883,USD
5519,E_Y,SI1,60.9,57,1.16,44363,GBP
6923.930856,D_X,SI1,63.4,58,NA,17006,USD
770887.596,B_C,VS2,60.7,59,NA,50718,JPY
9107.06712,E_Y,SI2,61.4,56,NA,47237,AUD
5521,B_T,NA,61.7,58,1.23,48504,GBP
771027.24955,D_X,SI1,63.3,58,1,5293,JPY
6925.1851913,E_C,NA,61.9,57,1.12,43,USD
771166.9031,D_Y,SI1,61,56.7,1,34058,JPY
6486.807684,B_C,VS1,62.5,59,1.03,9577,EUR
6486.807684,B_C,VS1,62,59,1.03,9074,EUR
6487.982192,D_C,VS2,58.1,62,1.08,49092,EUR
5524,A_P,SI1,65.2,56,1.35,10619,GBP
6489.1567,D_X,SI1,62.9,54,NA,23274,EUR
771725.5173,E_A,SI1,62.7,56,NA,26635,JPY
9118.615937,E_X,SI1,62.5,57,1.09,52737,AUD
9121.915599,B_Y,NA,60.3,58,1.21,6356,AUD
5530,D_A,VS1,61.8,60,0.91,27841,GBP
9125.215261,D_T,VS2,60.7,58,1.13,30028,AUD
6937.7285443,E_A,NA,62.3,55,NA,33785,USD
9125.215261,B_P,VVS2,61.7,60,1.21,23917,AUD
5532,B_R,NA,58.9,58,1.01,7028,GBP
9126.865092,E_Y,SI1,61.7,54,1.07,15376,AUD
9128.514923,D_R,SI1,59.7,57,NA,41865,AUD
9130.164754,D_A,SI1,59.5,57,1.01,38402,AUD
9130.164754,B_Y,SI2,60.2,58,1.22,27250,AUD
9130.164754,E_X,SI1,62.7,57,1.08,36737,AUD
6499.727272,E_A,NA,62,56,1.01,30181,EUR
6941.4915502,E_A,SI1,60.8,56,NA,52479,USD
6942.7458855,B_X,NA,58.4,61,NA,35679,USD
772982.39925,B_A,VS1,59.4,59,0.9,27393,JPY
9131.814585,E_Y,SI2,62.6,56,1.1,16496,AUD
6500.90178,E_T,SI1,62.4,57,1.2,43518,EUR
6942.7458855,C_Y,VS2,61.4,65,NA,28844,USD
6944.0002208,B_P,SI1,62.1,57,1.5,49849,USD
5537,E_A,NA,61.4,57,1.07,12583,GBP
5538,D_Y,SI1,61.3,62,1.15,43721,GBP
6946.5088914,C_Y,NA,63.2,64,NA,681,USD
6946.5088914,A_Y,VS2,64.5,57,NA,14821,USD
773401.3599,B_Y,VS2,58.1,59,1.01,22353,JPY
9138.413909,D_A,SI1,62.5,57,NA,32576,AUD
6505.599812,E_R,VVS2,61.4,56,0.7,24659,EUR
5539,E_R,NA,61.7,55,0.7,53023,GBP
9140.06374,E_Y,VS1,62.1,56,0.9,38174,AUD
6507.948828,B_P,NA,60.2,57,NA,44723,EUR
773959.9741,D_R,SI1,61.5,61,NA,17407,JPY
9145.013233,E_R,SI1,61.2,57,NA,4634,AUD
6510.297844,B_R,SI1,61.6,60,NA,28399,EUR
6952.7805679,B_R,NA,61.7,62,1.01,404,USD
5543,B_R,SI1,61.8,60,1.01,13970,GBP
774099.62765,C_R,SI1,63.8,58,1.01,23755,JPY
6510.297844,D_R,SI1,63.1,60,1.01,5002,EUR
774099.62765,B_Y,VS2,62.5,58,NA,78,JPY
9145.013233,B_R,SI1,62.9,59,NA,3273,AUD
774099.62765,B_R,NA,62.6,58,NA,44788,JPY
5543,B_A,SI1,59.8,59,NA,51711,GBP
774239.2812,B_A,NA,60.3,62,1,6732,JPY
9146.663064,B_X,SI1,61.9,60,1,22359,AUD
5544,C_Y,VS2,62.9,56,1,20559,GBP
774239.2812,D_Y,VS2,62.7,58,1,32192,JPY
6511.472352,C_A,SI2,63.3,55,1.2,26969,EUR
6954.0349032,C_R,SI1,65.1,57,1.01,18198,USD
9146.663064,E_T,SI1,61.7,56,1.32,11784,AUD
5544,B_A,SI1,61.9,60,1,33446,GBP
6954.0349032,B_A,SI1,60.7,59,1,49008,USD
6954.0349032,B_A,NA,62.6,60,1,19336,USD
6511.472352,B_C,NA,59.6,58,1.1,28919,EUR
6955.2892385,E_Y,SI1,61.9,55,1.1,44830,USD
6513.821368,B_P,NA,60.9,59,1.35,34998,EUR
9149.962726,C_R,SI1,60.5,60,NA,18456,AUD
9149.962726,B_P,SI1,59.4,60,1.31,51061,AUD
6514.995876,D_R,NA,63,58,0.9,49154,EUR
9151.612557,B_A,SI1,58.8,61,1.12,45517,AUD
774797.8954,E_Y,SI1,62.2,56,1.14,37860,JPY
774797.8954,E_R,NA,61.4,56,1.14,516,JPY
774797.8954,B_Y,SI1,62.3,59,1.14,18566,JPY
6516.170384,D_R,NA,59.9,58,0.96,886,EUR
5549,E_X,SI1,60.1,59,1.02,20184,GBP
774937.54895,B_C,NA,62.5,58,1.06,2927,JPY
5550,B_C,VS2,62.4,58,1.11,52513,GBP
5550,D_Y,SI2,63.4,58,NA,39832,GBP
9156.56205,B_T,NA,61.2,57.1,1.06,35826,AUD
5550,E_C,NA,59.8,59,1.01,33451,GBP
6519.693908,D_C,VS2,63,54,1.09,17629,EUR
5551,E_R,SI1,62.4,57,NA,12871,GBP
6519.693908,E_Y,SI1,62.2,56,1.07,9403,EUR
6962.8152503,A_A,VVS2,58.1,59,NA,16026,USD
9158.211881,E_T,VS1,62.2,57,NA,51739,AUD
775216.85605,B_R,SI2,62,58,1.2,51357,JPY
5551,E_Y,SI1,62,55,1.12,38825,GBP
9161.511543,E_A,SI1,62.2,57,1.02,7990,AUD
6965.3239209,D_A,NA,59.2,56,1.02,14767,USD
5554,A_X,I1,66.6,60,1.96,45655,GBP
9163.161374,E_C,NA,62.2,55,NA,38982,AUD
6966.5782562,B_C,NA,61.2,58,1.16,22610,USD
6524.39194,C_C,NA,63.3,57,1.05,22264,EUR
6524.39194,E_A,SI1,61.4,57,1,32908,EUR
775775.47025,E_A,SI1,61.7,57,NA,1742,JPY
6967.8325915,B_T,SI1,60.4,58,1.24,21677,USD
6525.566448,D_Y,SI2,59.6,60,NA,6662,EUR
775915.1238,D_A,SI1,60,60,NA,34292,JPY
5556,E_T,SI1,60.6,55,1.21,31191,GBP
775915.1238,B_T,SI1,62.3,59,1.21,49267,JPY
6969.0869268,B_Y,SI1,59.5,62,1.21,7099,USD
775915.1238,B_P,VS1,59.5,60,1.21,26603,JPY
6525.566448,B_T,SI1,60.6,56,NA,51744,EUR
9168.110867,D_T,VS1,60.8,59,1,31891,AUD
9168.110867,B_X,NA,61.8,56,NA,47790,AUD
776054.77735,B_X,SI1,60.3,60,1.05,14389,JPY
5557,E_X,SI1,62,55,1.05,52698,GBP
6970.3412621,B_X,SI1,61.6,57,1.05,870,USD
5558,D_Y,SI2,62.8,60,1.21,19855,GBP
776334.08445,D_C,VS2,62.8,59,1.01,40458,JPY
9171.410529,B_X,SI1,60.6,58,1.01,45942,AUD
6530.26448,C_X,VS2,63.1,56,NA,12381,EUR
6974.104268,D_X,NA,61,59,1.01,30082,USD
6531.438988,C_X,NA,63.4,56,1.07,8132,EUR
6531.438988,B_C,VS2,61.2,59,1.04,34208,EUR
5562,D_T,VS1,61.1,58,1.29,45757,GBP
776753.0451,D_Y,SI2,62.4,56,1.18,9068,JPY
6976.6129386,D_R,SI2,63.5,57,1.19,25968,USD
5562,E_Y,NA,58.9,60,NA,4880,GBP
777032.3522,E_Y,NA,59.2,56,1.15,39140,JPY
6536.13702,D_A,NA,62.8,59,NA,7315,EUR
777451.31285,D_C,NA,62.8,58,1.2,2947,JPY
777451.31285,C_R,SI2,60.4,65,1.17,50328,JPY
6985.3932857,B_P,SI1,61,59,1.3,31019,USD
6540.835052,B_C,VS1,62.1,59,1.02,30648,EUR
777870.2735,D_X,NA,62.3,57,1.09,15782,JPY
777870.2735,E_Y,NA,61.9,53,1.04,26624,JPY
9191.208501,D_A,NA,62.4,59,1,11910,AUD
5571,E_A,SI1,61.9,56,1.01,13676,GBP
6987.9019563,B_C,VS2,62.8,59,NA,18826,USD
6989.1562916,B_C,VS2,59.4,61,1,2173,USD
5572,D_Y,VS1,59.9,58,0.95,48694,GBP
5572,E_T,VS1,61.4,58,1.04,38431,GBP
778289.23415,B_C,VS2,62.4,57,NA,17181,JPY
5574,B_X,NA,62,60,1,16917,GBP
6547.8821,C_A,NA,58.4,60,1.08,48136,EUR
6994.1736328,D_P,VS1,59.9,56,1.11,24897,USD
5576,E_Y,NA,62.6,56,1.01,12963,GBP
5577,E_C,NA,62.7,55,1.04,45123,GBP
5577,E_T,VS1,62,55,1.06,11950,GBP
6551.405624,E_C,SI2,62.7,55,NA,11411,EUR
6997.9366387,D_T,SI2,58.6,63,1.35,24418,USD
6999.190974,B_C,VS1,60.9,60,1.05,26748,USD
779406.46255,B_Y,VS2,62,57,NA,41885,JPY
6554.929148,B_X,SI1,60.6,60,NA,48714,EUR
7001.6996446,D_T,SI2,60.8,57,1.31,43598,USD
779546.1161,B_C,VS1,59.6,59,1.08,14053,JPY
9211.006473,E_C,SI1,62.7,57,1.1,25361,AUD
9211.006473,B_X,SI2,62.8,60,NA,2842,AUD
6558.452672,D_T,SI2,63,57,1.37,40103,EUR
9212.656304,D_X,SI1,63.2,56,1.13,2709,AUD
779965.07675,D_C,VS2,59.6,59,1.17,27736,JPY
6560.801688,E_P,SI1,60.6,56,1.22,16081,EUR
780104.7303,D_C,NA,63.5,57,NA,39435,JPY
780244.38385,D_Y,NA,62.2,59,NA,22299,JPY
9217.605797,E_T,VS2,60.8,56,1.16,33416,AUD
6563.150704,D_P,VVS1,63.9,56,1.09,27715,EUR
6563.150704,C_P,VS1,63.4,60,1.27,40241,EUR
7009.2256564,B_T,NA,60.9,59,1.27,11486,USD
6563.150704,B_T,SI2,61.3,59,NA,51258,EUR
7010.4799917,E_C,SI1,62.5,56,NA,27591,USD
780663.3445,E_A,SI1,61.6,59,1.01,31282,JPY
6567.848736,D_C,SI2,61.2,57,NA,11545,EUR
9225.854952,C_X,NA,62.5,57,1,36132,AUD
5592,C_C,VS2,63.7,58,1.05,44145,GBP
781082.30515,D_C,VS1,62,60,1.01,9140,JPY
5593,B_Y,VS2,62.9,58,1.02,7581,GBP
9230.804445,D_C,SI1,62.7,61,1.19,48752,AUD
781361.61225,B_C,SI1,61.4,58,1.19,26640,JPY
5595,E_A,VS2,61.4,56,0.88,47102,GBP
781361.61225,E_X,SI1,61.3,56,1.03,37226,JPY
6572.546768,E_X,SI2,62.4,56,1.1,22785,EUR
781640.91935,D_R,VS1,62.5,56,NA,25479,JPY
6573.721276,C_Y,SI1,63.8,58,NA,51506,EUR
6574.895784,D_C,VS1,62.8,59,1.02,46314,EUR
5598,C_C,VS1,59.8,63,1.02,20847,GBP
781780.5729,D_R,SI1,63.3,58,1.02,26742,JPY
6574.895784,D_R,SI1,63.5,61,1.02,15955,EUR
781780.5729,E_A,SI2,61.9,56,1.19,51566,JPY
6576.070292,B_R,SI1,60.7,58,1.01,52647,EUR
7023.0233447,C_Y,NA,63.9,54,1.01,9112,USD
5599,E_A,NA,62.4,56,1.01,23449,GBP
6576.070292,E_A,SI1,62.1,54,1.01,20624,EUR
6576.070292,B_A,NA,62.8,59,1.01,32066,EUR
9237.403769,B_A,SI1,62.9,60,1.01,31630,AUD
7024.27768,D_Y,VS2,61.8,59,1,10525,USD
9239.0536,D_R,NA,59,59,NA,42485,AUD
7024.27768,C_Y,VS2,63.4,61,NA,14291,USD
782059.88,C_T,VS1,64.8,58,1.2,38177,JPY
5600,B_Y,SI1,60.9,58,1.13,49819,GBP
782199.53355,C_Y,VS2,61.4,65,NA,48445,JPY
782199.53355,D_C,NA,63.8,57,NA,30435,JPY
9240.703431,C_A,I1,57.5,59,1.51,48561,AUD
9240.703431,C_P,NA,64.1,57,1.2,40747,AUD
5601,B_C,VS2,62.6,56,1.09,7924,GBP
9242.353262,E_A,SI2,61.5,56,1.07,12911,AUD
84211.09065,E_C,NA,60.7,58,0.37,45606,JPY
603,E_C,VS2,62,54,0.37,13763,GBP
994.848093,E_C,VS2,61.7,55,0.37,14841,AUD
603,E_A,VS2,62.3,56,0.3,14799,GBP
708.228324,E_A,VS2,61.8,57,0.3,49746,EUR
756.3641859,E_A,VS2,62,53,0.3,33074,USD
708.228324,E_X,VS1,62.3,56,NA,25185,EUR
708.228324,E_Y,NA,61.2,56,NA,19942,EUR
708.228324,E_X,SI2,62.6,57,0.41,8660,EUR
603,C_Y,VS2,56.7,64,0.32,38956,GBP
994.848093,C_A,NA,59.7,63,NA,21782,AUD
994.848093,B_A,VS1,60.2,59,0.27,17948,AUD
84211.09065,E_A,VS1,61.6,57,NA,49221,JPY
994.848093,E_A,VS1,61.6,56,NA,11388,AUD
708.228324,B_A,VS1,61.5,58,NA,3622,EUR
756.3641859,E_A,VS1,61.6,55,0.27,49137,USD
603,B_X,SI1,60.9,58,0.3,42199,GBP
757.6185212,D_X,VVS1,61.8,55,NA,19124,USD
996.497924,E_Y,VS2,61.4,56.1,0.33,40634,AUD
757.6185212,E_X,NA,60.6,57,NA,31755,USD
757.6185212,B_X,SI2,59,58,0.41,19880,USD
84350.7442,E_P,NA,62.2,55,0.41,46034,JPY
6579.593816,E_T,NA,60.8,57,NA,2400,EUR
7026.7863506,E_C,SI2,61.7,56,1.22,4159,USD
6579.593816,E_C,SI2,61,57,1.22,40536,EUR
7026.7863506,E_T,SI1,61.7,57,1.22,3968,USD
6581.942832,D_P,VS1,59.3,57,1.21,51956,EUR
7030.5493565,D_R,SI1,61.5,58,1.04,46812,USD
782758.14775,C_R,NA,63.7,58,1.04,32003,JPY
6584.291848,C_X,VS1,62.9,64,1.01,27846,EUR
6584.291848,E_P,NA,61.6,56.1,1.27,38766,EUR
782897.8013,B_X,NA,59.9,60,1,48480,JPY
6584.291848,B_X,VS2,61.9,59,1,6615,EUR
6585.466356,B_P,SI1,61.8,55,NA,33335,EUR
6585.466356,A_P,I1,66.7,56,2.22,33239,EUR
6586.640864,E_A,NA,62,53,1.03,34141,EUR
9253.902079,D_Y,SI2,63.1,57,1.2,26066,AUD
9255.55191,E_C,SI2,61,57,1.2,19575,AUD
7036.821033,E_Y,SI1,61.6,56,1.1,51725,USD
7036.821033,C_T,VS2,59.2,65,NA,40656,USD
5612,D_T,SI2,63.5,55,1.31,22181,GBP
6591.338896,B_A,NA,62.2,56,1.04,19300,EUR
7039.3297036,B_T,SI2,63,58,1.31,18595,USD
783875.37615,D_P,NA,61.1,61,1.35,48085,JPY
5613,E_C,SI2,62.6,58,1.2,23778,GBP
6594.86242,E_R,NA,62.5,56,NA,37630,EUR
6596.036928,C_X,VS2,64.2,54,1.01,26404,EUR
784433.99035,A_R,NA,64.7,56,NA,48469,JPY
9267.100727,B_T,SI1,61.8,58,NA,13479,AUD
784573.6439,B_P,NA,62.6,59,NA,20043,JPY
6598.385944,B_R,NA,58.9,59,1.27,10120,EUR
7048.1100507,D_C,NA,64.2,53,1,17768,USD
6600.73496,B_Y,NA,62.5,60,1.01,28820,EUR
6600.73496,B_A,SI2,61.1,58,1.12,52140,EUR
784992.60455,B_X,NA,62.5,60,1.04,25577,JPY
7050.6187213,D_R,SI1,59.2,62,NA,45546,USD
7050.6187213,D_R,SI1,62.2,58,NA,14699,USD
9273.700051,C_Y,VS2,63.1,58,1,30124,AUD
5622,E_A,SI1,62.7,57,1,21643,GBP
9275.349882,B_T,NA,61.7,58,1.23,48147,AUD
6603.083976,B_C,SI1,61.2,60,1.19,33966,EUR
5622,A_C,SI1,64.4,58,1.19,10444,GBP
5622,E_Y,SI1,61,57,1,24139,GBP
5623,D_Y,VS2,60.6,60,NA,4954,GBP
9278.649544,B_P,SI2,63,58,1.64,39934,AUD
6605.432992,B_C,VS1,62.5,59,1.03,14763,EUR
785411.5652,B_C,VS1,62,59,1.03,29393,JPY
9278.649544,E_C,SI2,62.6,56,1.21,44695,AUD
5624,A_A,SI1,65.1,58,1.03,36191,GBP
6606.6075,A_C,VS2,64.5,58,1.35,16949,EUR
7056.8903978,E_T,VS1,62.1,55,NA,22735,USD
9281.949206,E_X,SI1,62.9,54,NA,4351,AUD
7058.1447331,D_C,NA,61.9,58,NA,45246,USD
5627,C_A,SI1,58.1,59,1.01,19981,GBP
6610.131024,D_P,VS1,60.4,60,1.25,52911,EUR
5628,D_P,VS1,61.8,58,NA,1910,GBP
785970.1794,A_R,NA,62.6,57,1.01,10473,JPY
9285.248868,B_A,SI1,62.5,59,1.09,13114,AUD
7060.6534037,E_A,SI1,60.1,62,NA,21240,USD
7063.1620743,E_C,SI2,59.6,57,1.53,18034,USD
786528.7936,B_Y,VS1,59.3,59,1.01,25308,JPY
9291.848192,B_T,VS1,61.6,58,1.23,25347,AUD
9291.848192,E_C,NA,64,58,NA,38698,AUD
786668.44715,A_Y,NA,64.9,58,1.04,37693,JPY
786668.44715,D_A,VS2,63.5,56,NA,47901,JPY
9298.447516,E_C,SI1,62.2,55,1.1,24964,AUD
787227.06135,D_C,SI2,61.2,62,1.25,53755,JPY
7070.6880861,B_P,VS1,62.2,58,1.25,5231,USD
9301.747178,D_C,VS2,60.7,58,NA,5144,AUD
787366.7149,D_X,NA,63.1,58,1.2,30537,JPY
9303.397009,E_R,SI1,62.8,55,1,5727,AUD
7074.451092,B_A,SI1,62.5,57,1.09,12046,USD
787785.67555,B_X,SI1,62.5,58,1.23,40348,JPY
6625.399628,B_C,SI2,60.2,60,1.38,52440,EUR
9306.696671,E_C,SI2,61.4,54,1.23,13199,AUD
5642,C_R,SI1,64.2,56,1,23617,GBP
7076.9597626,B_A,SI1,58.5,60,1.06,29229,USD
5643,B_R,SI2,61.8,58,1.22,35391,GBP
6628.923152,B_R,SI1,61.5,61,1.01,10954,EUR
6630.09766,C_Y,VS2,63.7,59,NA,17389,EUR
6630.09766,A_C,I1,65.5,58,NA,11369,EUR
5645,D_A,SI2,63.3,55,1.2,33669,GBP
788344.28975,C_Y,VS2,64,56,NA,46738,JPY
5645,D_Y,VS2,63.2,58,1,45526,GBP
9313.295995,B_A,VS2,62.6,59,1.05,23933,AUD
7080.7227685,E_T,SI1,62.4,56,1.26,29298,USD
5645,B_Y,VS2,62,62,1,16832,GBP
788344.28975,B_T,NA,62.6,61,NA,41535,JPY
6630.09766,D_R,SI1,63.1,56,1,6190,EUR
6631.272168,E_P,VS2,60.9,58,1.29,47432,EUR
5646,E_X,SI1,62.3,58,1.01,39200,GBP
6632.446676,C_A,I1,63.6,60,NA,19554,EUR
5648,B_C,SI2,62.1,61,NA,35584,GBP
788763.2504,B_T,NA,59.6,60,1.23,45932,JPY
7084.4857744,E_R,SI2,61.6,55,1.11,8163,USD
6634.795692,E_P,VS1,61.5,55,1.22,29818,EUR
788902.90395,B_T,VS2,62.9,58,NA,49518,JPY
7086.994445,B_Y,SI1,62.3,59,NA,6904,USD
7086.994445,B_C,VS2,61.4,61,1.13,22615,USD
9321.54515,B_C,VS2,62,57,1.13,24284,AUD
9321.54515,D_X,VS2,63.5,58,1.01,35921,AUD
5650,E_R,SI2,61.4,56,NA,30667,GBP
6637.144708,E_T,VS1,61.2,57,NA,28097,EUR
5652,D_T,SI2,60.9,58,1.31,18900,GBP
7090.7574509,E_R,SI1,62.4,57,1.03,42970,USD
5654,D_R,SI1,63.2,58,1.01,45937,GBP
5654,B_Y,VS2,61.6,58,1.23,8268,GBP
7093.2661215,E_X,NA,62.1,57,1.06,10826,USD
6641.84274,E_T,SI1,61.5,60,1.2,30994,EUR
7093.2661215,C_Y,VS2,60.3,57,1.01,28952,USD
5655,E_A,NA,62.2,57,1.02,9585,GBP
5656,E_R,NA,62.4,55,0.9,2365,GBP
6643.017248,B_A,SI1,59.2,60,1.01,463,EUR
5656,E_X,SI1,63,56,1,33567,GBP
9333.093967,E_C,SI2,62.2,56,1.18,48802,AUD
9333.093967,D_C,VS1,63.3,57,1.05,20329,AUD
5659,B_R,NA,60.5,60,1.05,52644,GBP
9339.693291,D_P,NA,60,60,1.07,3605,AUD
9339.693291,D_C,VS1,62.5,56,NA,2835,AUD
5661,E_Y,VS2,62.1,57,NA,42923,GBP
6650.064296,E_X,VS2,61,56,1.01,22709,EUR
9341.343122,B_X,SI1,59.6,58,1.07,14554,AUD
790858.05365,E_X,SI1,61.4,56,1.04,19119,JPY
790997.7072,D_C,SI1,59.3,59,1.06,12284,JPY
9344.642784,E_C,SI1,61.3,57,1.01,26691,AUD
5665,E_X,NA,62,56,1.09,2215,GBP
7105.8094745,D_Y,SI1,63.2,59,NA,10279,USD
5666,A_Y,NA,67.8,59,1.01,32672,GBP
6654.762328,D_X,NA,59.7,60,1.05,14590,EUR
6654.762328,E_C,NA,60.4,57,NA,5887,EUR
9347.942446,B_C,VS2,61,58,NA,3271,AUD
5666,E_X,VS1,61.2,56,0.96,24411,GBP
791416.66785,D_X,NA,60.5,60,1.1,52623,JPY
5667,A_T,I1,66,60,NA,37750,GBP
6655.936836,C_Y,VS2,59.9,57,NA,16079,EUR
7110.8268157,D_P,SI1,63.2,55,1.27,18184,USD
6658.285852,B_C,SI1,61.8,58,1.2,29865,EUR
791695.97495,E_C,VS2,60.5,57,1.06,31100,JPY
5670,E_C,SI2,62.7,56,1.25,33154,GBP
9354.54177,E_C,NA,60,57,NA,19429,AUD
6660.634868,D_R,SI1,59.8,59,1,52543,EUR
6660.634868,D_R,SI1,62.6,57,NA,46205,EUR
7113.3354863,B_T,NA,62.1,58,1.22,7922,USD
5671,B_C,SI2,60.7,59,1.22,7170,GBP
791975.28205,B_C,SI1,62.9,60,1.3,33802,JPY
9357.841432,D_T,SI1,61.8,59,1.21,46742,AUD
7115.8441569,A_Y,VS2,65.5,57,NA,39407,USD
9359.491263,B_C,VS1,61.3,58,1.1,12873,AUD
6664.158392,B_C,VS2,60.4,59,NA,10395,EUR
7117.0984922,D_C,NA,62.6,55,1.18,41349,USD
6664.158392,B_P,VVS2,60.8,60,1.21,4763,EUR
792813.20335,B_C,VS2,59.7,58,NA,5788,JPY
9366.090587,B_C,VS2,60,56,1.09,41980,AUD
9367.740418,D_Y,NA,60.7,59,1.16,5889,AUD
792952.8569,B_C,VS1,62.6,59,1.2,5661,JPY
7122.1158334,C_C,SI1,64,58,1.16,4278,USD
7127.1331746,B_T,SI2,61.2,62,1.51,36444,USD
9375.989573,E_C,NA,61.4,57,1.24,49188,AUD
793790.7782,E_Y,SI1,62.2,59,NA,19107,JPY
5686,B_X,SI1,61.8,59,1.02,6281,GBP
794349.3924,E_C,SI1,62.6,57,1.11,8811,JPY
9385.888559,D_A,SI1,62.8,59,1.04,15135,AUD
5689,B_Y,NA,60.2,60,NA,52974,GBP
794489.04595,C_R,SI2,60.5,64,1.23,448,JPY
794628.6995,E_T,NA,62.3,55,1.19,3811,JPY
5690,E_T,NA,62.4,56,1.27,32428,GBP
7137.167857,D_P,VS1,63.4,60,1.27,14978,USD
7139.6765276,E_X,NA,58.6,57,1.1,23920,USD
6687.648552,E_T,SI1,62.3,53,1.2,28885,EUR
795187.3137,E_R,SI1,62.1,56,NA,11934,JPY
9394.137714,B_C,SI2,61.2,57,NA,21442,AUD
5695,E_Y,SI2,61.6,55,1.16,51801,GBP
5695,B_X,SI2,61.7,57,1.23,20568,GBP
6688.82306,E_T,I1,61.3,57,1.5,45457,EUR
6689.997568,B_C,NA,61.8,58,NA,47259,EUR
9399.087207,E_T,SI1,61.8,55,1.06,1935,AUD
6692.346584,B_C,NA,60.8,59,1.19,47152,EUR
5699,B_T,VS2,62.6,58,1.2,9965,GBP
5699,B_T,VS2,61.8,55,NA,2525,GBP
6693.521092,B_X,SI2,61.9,59,NA,20939,EUR
7148.4568747,E_T,VS2,63.2,59,NA,44752,USD
7149.71121,C_R,SI1,58.4,62,1.01,20406,USD
5701,B_Y,VS2,61.2,57,1.01,19714,GBP
9405.686531,D_X,SI1,63.7,56,NA,8254,AUD
5701,C_Y,VS2,63.9,54,1.01,52433,GBP
9405.686531,D_Y,NA,63.2,55,1.01,12681,AUD
5701,C_Y,VS2,63.7,56,1.01,20348,GBP
5701,B_R,SI1,61.6,62,1.01,28713,GBP
7152.2198806,C_Y,VS2,63.1,61,1,16276,USD
